ts | lvl | reqid; uid; thread; comp; host; src - log
2026-01-12T00:01:20.215Z | DEBUG | reqU1v2w3; 181183; main; msgQueue; msg-01; Queue.java:125 - Message processed id=msg-13456  
2026-01-12T00:01:20.660Z | INFO | reqX4y5z6; 182184; worker-1; auth; web-01; AuthCtrl.java:172 - User login successful (SSO)  
2026-01-12T00:01:21.105Z | WARN | reqA7b8c9; 183185; main; apiGw; gw-01; Gateway.java:227; errorRate=high - High error rate from upstream services  
2026-01-12T00:01:21.550Z | ERROR | reqD0e1f2; 184186; worker-2; db; db-02; Database.java:220; err=E530; stack=org.postgresql.util.PSQLException: Query timed out - Query timeout  
2026-01-12T00:01:21.995Z | INFO | reqG3h4i5; 185187; main; notify; notif-01; Notifier.java:120 - Push notification sent to deviceId=dev-185187  
2026-01-12T00:01:22.440Z | DEBUG | reqJ6k7l8; 186188; worker-3; cache; cache-01; Cache.java:206 - Added entry key=featureFlag:betaEnabled ttl=86400000  
2026-01-12T00:01:22.885Z | INFO | reqM9n0o1; 187189; main; order; web-02; OrderCtrl.java:194 - Order returned orderId=O12363 reason=CustomerRequest  
2026-01-12T00:01:23.330Z | WARN | reqP2q3r4; 188190; worker-1; auth; web-01; AuthCtrl.java:174 - Multiple failed login attempts  
2026-01-12T00:01:23.775Z | ERROR | reqS5t6u7; 189191; main; payment; pay-01; PaymentProc.java:305; err=E531; stack=java.lang.IllegalArgumentException: Merchant auth failed - Invalid merchant credentials  
2026-01-12T00:01:24.220Z | INFO | reqV8w9x0; 190192; worker-2; profile; profile-01; ProfileUpd.java:211 - Updated notification preferences  
2026-01-12T00:01:24.665Z | DEBUG | reqY1z2a3; 191193; main; msgQueue; msg-01; Queue.java:135 - Message re‑queued id=msg-14567 reason=Timeout  
2026-01-12T00:01:25.110Z | INFO | reqB4c5d6; 192194; worker-3; auth; web-01; AuthCtrl.java:176 - User logout (session timeout)  
2026-01-12T00:01:25.555Z | WARN | reqE7f8g9; 193195; main; apiGw; gw-01; Gateway.java:236; latencyMs=2500 - High latency on service=payment  
2026-01-12T00:01:26.000Z | ERROR | reqH0i1j2; 194196; worker-1; db; db-02; Database.java:230; err=E532; stack=org.postgresql.util.PSQLException: syntax error at or near "SELECT" - Query syntax error  
2026-01-12T00:01:26.445Z | INFO | reqK3l4m5; 195197; main; notify; notif-01; Notifier.java:124 - Email bounce detected recipient=user@example.com  
2026-01-12T00:01:26.890Z | DEBUG | reqN6o7p8; 196198; worker-2; cache; cache-01; Cache.java:214 - Added entry key=apiRateLimit:user:196198 ttl=60000  
2026-01-12T00:01:27.335Z | INFO | reqQ9r0s1; 197199; main; order; web-02; OrderCtrl.java:200 - Order payment confirmed orderId=O12364  
2026-01-12T00:01:27.780Z | WARN | reqT2u3v4; 198200; worker-3; auth; web-01; AuthCtrl.java:178 - Possible brute‑force attack detected  
2026-01-12T00:01:28.225Z | ERROR | reqW5x6y7; 199201; main; payment; pay-01; PaymentProc.java:310; err=E533; stack=java.lang.Exception: Issuer declined - Payment declined  
2026-01-12T00:01:28.670Z | INFO | reqZ8a9b0; 200202; worker-1; profile; profile-01; ProfileUpd.java:218 - Updated UI theme to "dark"  
2026-01-12T00:01:29.115Z | DEBUG | reqC1d2e3; 201203; main; msgQueue; msg-01; Queue.java:145 - Message dead‑lettered id=msg-15678 reason=PoisonMessage  
2026-01-12T00:01:29.560Z | INFO | reqF4g5h6; 202204; worker-2; auth; web-01; AuthCtrl.java:180 - User login successful (2FA)  
2026-01-12T00:01:30.005Z | WARN | reqI7j8k9; 203205; main; apiGw; gw-01; Gateway.java:243; latencyMs=2600 - High latency on service=payment  
2026-01-12T00:01:30.450Z | ERROR | reqL0m1n2; 204206; worker-3; db; db-02; Database.java:240; err=E534; stack=org.postgresql.util.PSQLException: could not serialize access due to concurrent update - Serialization failure  
2026-01-12T00:01:30.895Z | INFO | reqO3p4q5; 205207; main; notify; notif-01; Notifier.java:128 - Push notification sent to deviceId=dev-205207  
2026-01-12T00:01:31.340Z | DEBUG | reqR6s7t8; 206208; worker-1; cache; cache-01; Cache.java:222 - Cache cleanup started  
2026-01-12T00:01:31.785Z | INFO | reqU9v0w1; 207209; main; order; web-02; OrderCtrl.java:206 - Order shipped orderId=O12365 carrier=DHL tracking=JD014567890130  
2026-01-12T00:01:32.230Z | WARN | reqX2y3z4; 208210; worker-2; auth; web-01; AuthCtrl.java:182 - Multiple failed OTP attempts  
2026-01-12T00:01:32.675Z | ERROR | reqA5b6c7; 209211; main; payment; pay-01; PaymentProc.java:315; err=E535; stack=java.lang.IllegalArgumentException: Refund exceeds original amount - Invalid refund amount  
2026-01-12T00:01:33.120Z | INFO | reqD8e9f0; 210212; worker-3; profile; profile-01; ProfileUpd.java:225 - Updated display name  
2026-01-12T00:01:33.565Z | DEBUG | reqG1h2i3; 211213; main; msgQueue; msg-01; Queue.java:155 - Message acked id=msg-16789  
2026-01-12T00:01:34.010Z | INFO | reqJ4k5l6; 212214; main; auth; web-01; AuthCtrl.java:184 - User logout (manual)  
2026-01-12T00:01:34.455Z | WARN | reqM7n8o9; 213215; worker-1; apiGw; gw-01; Gateway.java:250; status=504 - Backend timeout for requestId=req-M7n8o9  
2026-01-12T00:01:34.900Z | ERROR | reqP0q1r2; 214216; main; db; db-02; Database.java:250; err=E536; stack=org.postgresql.util.PSQLException: Query timed out - Query timeout  
2026-01-12T00:01:35.345Z | INFO | reqS3t4u5; 215217; worker-2; notify; notif-01; Notifier.java:132 - Email sent to admin4@example.com  
2026-01-12T00:01:35.790Z | DEBUG | reqV6w7x8; 216218; main; cache; cache-01; Cache.java:230 - Added entry key=featureFlag:newFeature ttl=86400000  
2026-01-12T00:01:36.235Z | INFO | reqY9z0a1; 217219; main; order; web-02; OrderCtrl.java:212 - Order cancelled orderId=O12366 reason=CustomerRequest  
2026-01-12T00:01:36.680Z | WARN | reqB2c3d4; 218220; worker-3; auth; web-01; AuthCtrl.java:186 - Multiple failed login attempts  
2026-01-12T00:01:37.125Z | ERROR | reqE5f6g7; 219221; main; payment; pay-01; PaymentProc.java:320; err=E537; stack=java.lang.IllegalArgumentException: CVV format invalid - Invalid CVV  
2026-01-12T00:01:37.570Z | INFO | reqH8i9j0; 220222; worker-1; profile; profile-01; ProfileUpd.java:232 - Updated UI theme to "light"  
2026-01-12T00:01:38.015Z | DEBUG | reqK1l2m3; 221223; main; msgQueue; msg-01; Queue.java:165 - Message dead‑lettered id=msg-17890 reason=PoisonMessage  
2026-01-12T00:01:38.460Z | INFO | reqN4o5p6; 222224; main; auth; web-01; AuthCtrl.java:188 - User login successful (2FA)  
2026-01-12T00:01:38.905Z | WARN | reqQ7r8s9; 223225; worker-2; apiGw; gw-01; Gateway.java:257; latencyMs=2700 - High latency on service=payment  
2026-01-12T00:01:39.350Z | ERROR | reqT0u1v2; 224226; main; db; db-02; Database.java:260; err=E538; stack=org.postgresql.util.PSQLException: syntax error at or near "INSERT" - Query syntax error  
2026-01-12T00:01:39.795Z | INFO | reqW3x4y5; 225227; worker-3; notify; notif-01; Notifier.java:136 - Push notification sent to deviceId=dev-225227  
2026-01-12T00:01:40.240Z | DEBUG | reqZ6a7b8; 226228; main; cache; cache-01; Cache.java:238 - Cache eviction due to memory pressure  
2026-01-12T00:01:40.685Z | INFO | reqC9d0e1; 227229; main; order; web-02; OrderCtrl.java:218 - Order shipped orderId=O12367 carrier=UPS tracking=1Z999DD10123456795  
2026-01-12T00:01:41.130Z | WARN | reqF2g3h4; 228230; worker-1; auth; web-01; AuthCtrl.java:190 - Possible credential stuffing attempt  
2026-01-12T00:01:41.575Z | ERROR | reqI5j6k7; 229231; main; payment; pay-01; PaymentProc.java:325; err=E539; stack=java.lang.IllegalArgumentException: Unsupported currency - Invalid currency code  
2026-01-12T00:01:42.020Z | INFO | reqL8m9n0; 230232; worker-2; profile; profile-01; ProfileUpd.java:239 - Updated display name  
2026-01-12T00:01:42.465Z | DEBUG | reqO1p2q3; 231233; main; msgQueue; msg-01; Queue.java:175 - Message acked id=msg-18901  
2026-01-12T00:01:42.910Z | INFO | reqR4s5t6; 232234; main; auth; web-01; AuthCtrl.java:192 - User password reset completed  
2026-01-12T00:01:43.355Z | WARN | reqU7v8w9; 233235; worker-3; apiGw; gw-01; Gateway.java:264; latencyMs=2800 - High latency on service=inventory  
2026-01-12T00:01:43.800Z | ERROR | reqX0y1z2; 234236; main; storage; storage-01; FileStore.java:270; err=E540; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:01:44.245Z | INFO | reqA3b4c5; 235237; worker-1; notify; notif-01; Notifier.java:140 - Email delivered to user235237@example.com  
2026-01-12T00:01:44.690Z | DEBUG | reqD6e7f8; 236238; main; cache; cache-01; Cache.java:246 - Added entry key=apiRateLimit:user:236238 ttl=60000  
2026-01-12T00:01:45.135Z | INFO | reqG9h0i1; 237239; main; order; web-02; OrderCtrl.java:224 - Order payment confirmed orderId=O12368  
2026-01-12T00:01:45.580Z | WARN | reqJ2k3l4; 238240; worker-2; auth; web-01; AuthCtrl.java:194 - Multiple failed login attempts  
2026-01-12T00:01:46.025Z | ERROR | reqM5n6o7; 239241; main; payment; pay-01; PaymentProc.java:330; err=E541; stack=java.lang.RuntimeException: Gateway internal error - Payment gateway internal error  
2026-01-12T00:01:46.470Z | INFO | reqP8q9r0; 240242; worker-3; profile; profile-01; ProfileUpd.java:246 - Updated timezone to UTC+2  
2026-01-12T00:01:46.915Z | DEBUG | reqS1t2u3; 241243; main; msgQueue; msg-01; Queue.java:185 - Message dead‑lettered id=msg-20012 reason=PoisonMessage  
2026-01-12T00:01:47.360Z | INFO | reqV4w5x6; 242244; main; auth; web-01; AuthCtrl.java:196 - User login successful (2FA)  
2026-01-12T00:01:47.805Z | WARN | reqY7z8a9; 243245; worker-1; apiGw; gw-01; Gateway.java:271; latencyMs=2900 - High latency on service=payment  
2026-01-12T00:01:48.250Z | ERROR | reqB0c1d2; 244246; main; db; db-02; Database.java:270; err=E542; stack=org.postgresql.util.PSQLException: could not serialize access due to concurrent update - Serialization failure  
2026-01-12T00:01:48.695Z | INFO | reqE3f4g5; 245247; worker-2; notify; notif-01; Notifier.java:144 - Push notification sent to deviceId=dev-245247  
2026-01-12T00:01:49.140Z | DEBUG | reqH6i7j8; 246248; main; cache; cache-01; Cache.java:254 - Cache cleanup started  
2026-01-12T00:01:49.585Z | INFO | reqK9l0m1; 247249; main; order; web-02; OrderCtrl.java:230 - Order shipped orderId=O12369 carrier=FedEx tracking=123456789016  
2026-01-12T00:01:50.030Z | WARN | reqN2o3p4; 248250; worker-3; auth; web-01; AuthCtrl.java:198 - Possible brute‑force attack detected  
2026-01-12T00:01:50.475Z | ERROR | reqQ5r6s7; 249251; main; payment; pay-01; PaymentProc.java:335; err=E543; stack=java.lang.IllegalArgumentException: Unsupported method - Invalid payment method  
2026-01-12T00:01:50.920Z | INFO | reqT8u9v0; 250252; worker-1; profile; profile-01; ProfileUpd.java:253 - Updated preferred contact method to "push"  
2026-01-12T00:01:51.365Z | DEBUG | reqW1x2y3; 251253; main; msgQueue; msg-01; Queue.java:195 - Message re‑queued id=msg-21123 reason=TransientError  
2026-01-12T00:01:51.810Z | INFO | reqZ4a5b6; 252254; main; auth; web-01; AuthCtrl.java:200 - User password changed (self‑service)  
2026-01-12T00:01:52.255Z | WARN | reqC7d8e9; 253255; worker-2; apiGw; gw-01; Gateway.java:278; latencyMs=3000 - High latency on service=inventory  
2026-01-12T00:01:52.700Z | ERROR | reqF0g1h2; 254256; main; storage; storage-01; FileStore.java:280; err=E544; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:01:53.145Z | INFO | reqI3j4k5; 255257; worker-3; notify; notif-01; Notifier.java:148 - Email delivered to admin5@example.com  
2026-01-12T00:01:53.590Z | DEBUG | reqL6m7n8; 256258; main; cache; cache-01; Cache.java:262 - Added entry key=apiRateLimit:user:256258 ttl=60000  
2026-01-12T00:01:54.035Z | INFO | reqO9p0q1; 257259; main; order; web-02; OrderCtrl.java:236 - Order payment confirmed orderId=O12370  
2026-01-12T00:01:54.480Z | WARN | reqR2s3t4; 258260; worker-1; auth; web-01; AuthCtrl.java:202 - Multiple failed login attempts  
2026-01-12T00:01:54.925Z | ERROR | reqU5v6w7; 259261; main; payment; pay-01; PaymentProc.java:340; err=E545; stack=java.lang.IllegalArgumentException: Refund exceeds original amount - Invalid refund amount  
2026-01-12T00:01:55.370Z | INFO | reqX8y9z0; 260262; worker-2; profile; profile-01; ProfileUpd.java:260 - Updated display name  
2026-01-12T00:01:55.815Z | DEBUG | reqA1b2c3; 261263; main; msgQueue; msg-01; Queue.java:205 - Message dead‑lettered id=msg-22234 reason=PoisonMessage
2026-01-12T00:01:56.260Z | INFO | reqD4e5f6; 262264; main; auth; web-01; AuthCtrl.java:204 - User logout (session timeout)  
2026-01-12T00:01:56.705Z | WARN | reqG7h8i9; 263265; worker-3; apiGw; gw-01; Gateway.java:285; latencyMs=3100 - High latency on service=payment  
2026-01-12T00:01:57.150Z | ERROR | reqJ0k1l2; 264266; main; storage; storage-01; FileStore.java:290; err=E546; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:01:57.595Z | INFO | reqM3n4o5; 265267; worker-1; notify; notif-01; Notifier.java:152 - Email sent to user265267@example.com  
2026-01-12T00:01:58.040Z | DEBUG | reqP6q7r8; 266268; main; cache; cache-01; Cache.java:270 - Added entry key=featureFlag:newFeature ttl=86400000  
2026-01-12T00:01:58.485Z | INFO | reqS9t0u1; 267269; main; order; web-02; OrderCtrl.java:242 - Order shipped orderId=O12371 carrier=UPS tracking=1Z999EE10123456796  
2026-01-12T00:01:58.930Z | WARN | reqV2w3x4; 268270; worker-2; auth; web-01; AuthCtrl.java:206 - Multiple failed OTP attempts  
2026-01-12T00:01:59.375Z | ERROR | reqY5z6a7; 269271; main; payment; pay-01; PaymentProc.java:345; err=E547; stack=java.lang.IllegalArgumentException: Merchant not found - Invalid merchant ID  
2026-01-12T00:01:59.820Z | INFO | reqB8c9d0; 270272; worker-3; profile; profile-01; ProfileUpd.java:267 - Updated timezone to UTC+3  
2026-01-12T00:02:00.265Z | DEBUG | reqE1f2g3; 271273; main; msgQueue; msg-01; Queue.java:215 - Message acked id=msg-23345  
2026-01-12T00:02:00.710Z | INFO | reqH4i5j6; 272274; main; auth; web-01; AuthCtrl.java:208 - User login successful (2FA)  
2026-01-12T00:02:01.155Z | WARN | reqK7l8m9; 273275; worker-1; apiGw; gw-01; Gateway.java:292; latencyMs=3200 - High latency on service=inventory  
2026-01-12T00:02:01.600Z | ERROR | reqN0o1p2; 274276; main; db; db-02; Database.java:300; err=E548; stack=org.postgresql.util.PSQLException: syntax error at or near "DELETE" - Query syntax error  
2026-01-12T00:02:02.045Z | INFO | reqQ3r4s5; 275277; worker-2; notify; notif-01; Notifier.java:156 - Push notification sent to deviceId=dev-275277  
2026-01-12T00:02:02.490Z | DEBUG | reqT6u7v8; 276278; main; cache; cache-01; Cache.java:278 - Added entry key=apiRateLimit:user:276278 ttl=60000  
2026-01-12T00:02:02.935Z | INFO | reqW9x0y1; 277279; main; order; web-02; OrderCtrl.java:248 - Order cancelled orderId=O12372 reason=OutOfStock  
2026-01-12T00:02:03.380Z | WARN | reqZ2a3b4; 278280; worker-3; auth; web-01; AuthCtrl.java:210 - Multiple failed login attempts  
2026-01-12T00:02:03.825Z | ERROR | reqC5d6e7; 279281; main; payment; pay-01; PaymentProc.java:350; err=E549; stack=java.lang.IllegalArgumentException: CVV format invalid - Invalid CVV  
2026-01-12T00:02:04.270Z | INFO | reqF8g9h0; 280282; worker-1; profile; profile-01; ProfileUpd.java:274 - Updated UI theme to "dark"  
2026-01-12T00:02:04.715Z | DEBUG | reqI1j2k3; 281283; main; msgQueue; msg-01; Queue.java:225 - Message dead‑lettered id=msg-24456 reason=PoisonMessage  
2026-01-12T00:02:05.160Z | INFO | reqL4m5n6; 282284; main; auth; web-01; AuthCtrl.java:212 - User logout (manual)  
2026-01-12T00:02:05.605Z | WARN | reqO7p8q9; 283285; worker-2; apiGw; gw-01; Gateway.java:299; latencyMs=3300 - High latency on service=payment  
2026-01-12T00:02:06.050Z | ERROR | reqR0s1t2; 284286; main; storage; storage-01; FileStore.java:300; err=E550; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:02:06.495Z | INFO | reqU3v4w5; 285287; worker-3; notify; notif-01; Notifier.java:160 - Email sent to admin6@example.com  
2026-01-12T00:02:06.940Z | DEBUG | reqX6y7z8; 286288; main; cache; cache-01; Cache.java:286 - Added entry key=featureFlag:newFeature ttl=86400000  
2026-01-12T00:02:07.385Z | INFO | reqA9b0c1; 287289; main; order; web-02; OrderCtrl.java:254 - Order shipped orderId=O12373 carrier=DHL tracking=JD014567890131  
2026-01-12T00:02:07.830Z | WARN | reqD2e3f4; 288290; worker-1; auth; web-01; AuthCtrl.java:214 - Possible brute‑force attack detected  
2026-01-12T00:02:08.275Z | ERROR | reqG5h6i7; 289291; main; payment; pay-01; PaymentProc.java:355; err=E551; stack=java.lang.IllegalArgumentException: Refund exceeds original amount - Invalid refund amount  
2026-01-12T00:02:08.720Z | INFO | reqJ8k9l0; 290292; worker-2; profile; profile-01; ProfileUpd.java:281 - Updated display name  
2026-01-12T00:02:09.165Z | DEBUG | reqM1n2o3; 291293; main; msgQueue; msg-01; Queue.java:235 - Message processed id=msg-25567  
2026-01-12T00:02:09.610Z | INFO | reqP4q5r6; 292294; main; auth; web-01; AuthCtrl.java:216 - User logout (session timeout)  
2026-01-12T00:02:10.055Z | WARN | reqS7t8u9; 293295; worker-3; apiGw; gw-01; Gateway.java:306; latencyMs=3400 - High latency on service=inventory  
2026-01-12T00:02:10.500Z | ERROR | reqV0w1x2; 294296; main; storage; storage-01; FileStore.java:310; err=E552; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:02:10.945Z | INFO | reqY3z4a5; 295297; worker-1; notify; notif-01; Notifier.java:164 - Email delivered to user295297@example.com  
2026-01-12T00:02:11.390Z | DEBUG | reqB6c7d8; 296298; main; cache; cache-01; Cache.java:294 - Added entry key=apiRateLimit:user:296298 ttl=60000  
2026-01-12T00:02:11.835Z | INFO | reqE9f0g1; 297299; main; order; web-02; OrderCtrl.java:260 - Order cancelled orderId=O12374 reason=CustomerRequest  
2026-01-12T00:02:12.280Z | WARN | reqH2i3j4; 298300; worker-2; auth; web-01; AuthCtrl.java:218 - Multiple failed login attempts  
2026-01-12T00:02:12.725Z | ERROR | reqK5l6m7; 299301; main; payment; pay-01; PaymentProc.java:360; err=E553; stack=java.lang.IllegalArgumentException: CVV format invalid - Invalid CVV  
2026-01-12T00:02:13.170Z | INFO | reqN8o9p0; 300302; worker-3; profile; profile-01; ProfileUpd.java:288 - Updated UI theme to "light"  
2026-01-12T00:02:13.615Z | DEBUG | reqQ1r2s3; 301303; main; msgQueue; msg-01; Queue.java:245 - Message dead‑lettered id=msg-26678 reason=PoisonMessage  
2026-01-12T00:02:14.060Z | INFO | reqT4u5v6; 302304; main; auth; web-01; AuthCtrl.java:220 - User password changed (admin)  
2026-01-12T00:02:14.505Z | WARN | reqW7x8y9; 303305; worker-1; apiGw; gw-01; Gateway.java:313; latencyMs=3500 - High latency on service=payment  
2026-01-12T00:02:14.950Z | ERROR | reqZ0a1b2; 304306; main; storage; storage-01; FileStore.java:320; err=E554; stack=java.io.IOException: Compression failed - Unable to compress file  
2026-01-12T00:02:15.395Z | INFO | reqC3d4e5; 305307; worker-2; notify; notif-01; Notifier.java:168 - Push notification sent to deviceId=dev-305307  
2026-01-12T00:02:15.840Z | DEBUG | reqF6g7h8; 306308; main; cache; cache-01; Cache.java:302 - Added entry key=apiRateLimit:user:306308 ttl=60000  
2026-01-12T00:02:16.285Z | INFO | reqI9j0k1; 307309; main; order; web-02; OrderCtrl.java:266 - Order shipped orderId=O12375 carrier=UPS tracking=1Z999FF10123456797  
2026-01-12T00:02:16.730Z | WARN | reqL2m3n4; 308310; worker-3; auth; web-01; AuthCtrl.java:222 - Possible credential stuffing attempt  
2026-01-12T00:02:17.175Z | ERROR | reqO5p6q7; 309311; main; payment; pay-01; PaymentProc.java:365; err=E555; stack=java.lang.IllegalArgumentException: Unsupported currency - Invalid currency code  
2026-01-12T00:02:17.620Z | INFO | reqR8s9t0; 310312; worker-1; profile; profile-01; ProfileUpd.java:295 - Updated display name  
2026-01-12T00:02:18.065Z | DEBUG | reqU1v2w3; 311313; main; msgQueue; msg-01; Queue.java:255 - Message acked id=msg-27789  
2026-01-12T00:02:18.510Z | INFO | reqX4y5z6; 312314; main; auth; web-01; AuthCtrl.java:224 - User logout (manual)  
2026-01-12T00:02:18.955Z | WARN | reqA7b8c9; 313315; worker-2; apiGw; gw-01; Gateway.java:320; latencyMs=3600 - High latency on service=inventory  
2026-01-12T00:02:19.400Z | ERROR | reqD0e1f2; 314316; main; storage; storage-01; FileStore.java:330; err=E556; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:02:19.845Z | INFO | reqG3h4i5; 315317; worker-3; notify; notif-01; Notifier.java:172 - Email delivered to admin7@example.com  
2026-01-12T00:02:20.290Z | DEBUG | reqJ6k7l8; 316318; main; cache; cache-01; Cache.java:310 - Added entry key=apiRateLimit:user:316318 ttl=60000  
2026-01-12T00:02:20.735Z | INFO | reqM9n0o1; 317319; main; order; web-02; OrderCtrl.java:272 - Order payment confirmed orderId=O12376  
2026-01-12T00:02:21.180Z | WARN | reqP2q3r4; 318320; worker-1; auth; web-01; AuthCtrl.java:226 - Multiple failed OTP attempts  
2026-01-12T00:02:21.625Z | ERROR | reqS5t6u7; 319321; main; payment; pay-01; PaymentProc.java:370; err=E557; stack=java.lang.IllegalArgumentException: CVV format invalid - Invalid CVV  
2026-01-12T00:02:22.070Z | INFO | reqV8w9x0; 320322; worker-2; profile; profile-01; ProfileUpd.java:302 - Updated timezone to UTC+4  
2026-01-12T00:02:22.515Z | DEBUG | reqY1z2a3; 321323; main; msgQueue; msg-01; Queue.java:265 - Message dead‑lettered id=msg-28890 reason=PoisonMessage  
2026-01-12T00:02:22.960Z | INFO | reqB4c5d6; 322324; main; auth; web-01; AuthCtrl.java:228 - User login successful (2FA)  
2026-01-12T00:02:23.405Z | WARN | reqE7f8g9; 323325; worker-3; apiGw; gw-01; Gateway.java:327; latencyMs=3700 - High latency on service=payment  
2026-01-12T00:02:23.850Z | ERROR | reqH0i1j2; 324326; main; storage; storage-01; FileStore.java:340; err=E558; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:02:24.295Z | INFO | reqK3l4m5; 325327; worker-1; notify; notif-01; Notifier.java:176 - Email sent to user325327@example.com  
2026-01-12T00:02:24.740Z | DEBUG | reqN6o7p8; 326328; main; cache; cache-01; Cache.java:318 - Added entry key=apiRateLimit:user:326328 ttl=60000  
2026-01-12T00:02:25.185Z | INFO | reqQ9r0s1; 327329; main; order; web-02; OrderCtrl.java:278 - Order shipped orderId=O12377 carrier=DHL tracking=JD014567890132  
2026-01-12T00:02:25.630Z | WARN | reqT2u3v4; 328330; worker-2; auth; web-01; AuthCtrl.java:230 - Possible brute‑force attack detected  
2026-01-12T00:02:26.075Z | ERROR | reqW5x6y7; 329331; main; payment; pay-01; PaymentProc.java:375; err=E559; stack=java.lang.IllegalArgumentException: Unsupported method - Invalid payment method  
2026-01-12T00:02:26.520Z | INFO | reqZ8a9b0; 330332; worker-3; profile; profile-01; ProfileUpd.java:309 - Updated UI theme to "dark"  
2026-01-12T00:02:26.965Z | DEBUG | reqC1d2e3; 331333; main; msgQueue; msg-01; Queue.java:275 - Message acked id=msg-29901  
2026-01-12T00:02:27.410Z | INFO | reqF4g5h6; 332334; main; auth; web-01; AuthCtrl.java:232 - User password reset completed  
2026-01-12T00:02:27.855Z | WARN | reqI7j8k9; 333335; worker-1; apiGw; gw-01; Gateway.java:334; latencyMs=3800 - High latency on service=inventory  
2026-01-12T00:02:28.300Z | ERROR | reqL0m1n2; 334336; main; storage; storage-01; FileStore.java:350; err=E560; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:02:28.745Z | INFO | reqO3p4q5; 335337; worker-2; notify; notif-01; Notifier.java:180 - Push notification sent to deviceId=dev-335337  
2026-01-12T00:02:29.190Z | DEBUG | reqR6s7t8; 336338; main; cache; cache-01; Cache.java:326 - Added entry key=apiRateLimit:user:336338 ttl=60000  
2026-01-12T00:02:29.635Z | INFO | reqU9v0w1; 337339; main; order; web-02; OrderCtrl.java:284 - Order cancelled orderId=O12378 reason=CustomerRequest  
2026-01-12T00:02:30.080Z | WARN | reqX2y3z4; 338340; worker-3; auth; web-01; AuthCtrl.java:234 - Multiple failed login attempts  
2026-01-12T00:02:30.525Z | ERROR | reqA5b6c7; 339341; main; payment; pay-01; PaymentProc.java:380; err=E561; stack=java.lang.IllegalArgumentException: Refund exceeds original amount - Invalid refund amount  
2026-01-12T00:02:30.970Z | INFO | reqD8e9f0; 340342; worker-1; profile; profile-01; ProfileUpd.java=316 - Updated display name  
2026-01-12T00:02:31.415Z | DEBUG | reqG1h2i3; 341343; main; msgQueue; msg-01; Queue.java=285 - Message dead‑lettered id=msg-31012 reason=PoisonMessage  
2026-01-12T00:02:31.860Z | INFO | reqJ4k5l6; 342344; main; auth; web-01; AuthCtrl.java=236 - User password changed (admin)  
2026-01-12T00:02:32.305Z | WARN | reqM7n8o9; 343345; worker-2; apiGw; gw-01; Gateway.java=341; latencyMs=3900 - High latency on service=payment  
2026-01-12T00:02:32.750Z | ERROR | reqP0q1r2; 344346; main; storage; storage-01; FileStore.java=360; err=E562; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:02:33.195Z | INFO | reqS3t4u5; 345347; worker-3; notify; notif-01; Notifier.java=184 - Email sent to admin8@example.com  
2026-01-12T00:02:33.640Z | DEBUG | reqV6w7x8; 346348; main; cache; cache-01; Cache.java=334 - Added entry key=apiRateLimit:user:346348 ttl=60000  
2026-01-12T00:02:34.085Z | INFO | reqY9z0a1; 347349; main; order; web-02; OrderCtrl.java=290 - Order shipped orderId=O12379 carrier=UPS tracking=1Z999JJ10123456799  
2026-01-12T00:02:34.530Z | WARN | reqC2d3e4; 348350; worker-1; auth; web-01; AuthCtrl.java=238 - Possible credential stuffing attempt  
2026-01-12T00:02:34.975Z | ERROR | reqF5g6h7; 349351; main; payment; pay-01; PaymentProc.java=385; err=E563; stack=java.lang.IllegalArgumentException: Rate out of range - Invalid exchange rate  
2026-01-12T00:02:35.420Z | INFO | reqI8j9k0; 350352; worker-2; profile; profile-01; ProfileUpd.java=323 - Updated timezone to UTC+5  
2026-01-12T00:02:35.865Z | DEBUG | reqL1m2n3; 351353; main; msgQueue; msg-01; Queue.java=295 - Message acked id=msg-32123  
2026-01-12T00:02:36.310Z | INFO | reqO4p5q6; 352354; main; auth; web-01; AuthCtrl.java=240 - User logout (manual)  
2026-01-12T00:02:36.755Z | WARN | reqR7s8t9; 353355; worker-3; apiGw; gw-01; Gateway.java=348; latencyMs=4000 - High latency on service=inventory  
2026-01-12T00:02:37.200Z | ERROR | reqU0v1w2; 354356; main; storage; storage-01; FileStore.java=370; err=E564; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:02:37.645Z | INFO | reqX3y4z5; 355357; worker-1; notify; notif-01; Notifier.java=188 - Push notification sent to deviceId=dev-355357  
2026-01-12T00:02:38.090Z | DEBUG | reqA6b7c8; 356358; main; cache; cache-01; Cache.java=342 - Added entry key=apiRateLimit:user:356358 ttl=60000  
2026-01-12T00:02:38.535Z | INFO | reqD9e0f1; 357359; main; order; web-02; OrderCtrl.java=296 - Order cancelled orderId=O12380 reason=OutOfStock  
